OrderID,CustomerID,ProductID,OrderDate,Quantity,TotalPrice,Status,SaleID
126,287,293,2022-11-20,54,787.09,Shipped,126
127,344,238,2022-09-07,66,964.06,Delivered,127
128,248,101,2023-04-27,47,129.82,Cancelled,128
129,163,291,2024-04-17,74,807.52,Delivered,129
130,96,438,2023-12-19,64,582.42,Pending,130
131,379,38,2024-01-31,63,485.44,Delivered,131
132,379,356,2022-11-15,15,583.91,Shipped,132
133,111,471,2022-12-30,24,204.66,Cancelled,133
134,125,396,2023-10-29,100,953.71,Shipped,134
135,367,243,2022-05-16,31,682.95,Delivered,135
136,40,489,2022-12-17,7,628.32,Pending,136
137,7,488,2023-08-10,10,864.29,Cancelled,137
138,477,14,2023-03-11,60,776.66,Pending,138
139,70,49,2023-09-20,25,428.53,Pending,139
140,391,317,2024-04-11,45,977.5,Pending,140
141,253,296,2023-03-31,57,850.66,Pending,141
142,376,345,2024-04-29,39,433.11,Delivered,142
143,321,264,2023-05-29,58,905.95,Cancelled,143
144,253,499,2023-03-04,14,398.98,Shipped,144
145,142,46,2024-05-05,77,748.65,Delivered,145
146,58,363,2023-08-12,93,669.35,Shipped,146
147,36,184,2023-11-26,7,755.05,Delivered,147
148,133,272,2022-07-01,94,637.45,Pending,148
149,394,57,2023-09-01,84,835.8,Cancelled,149
150,322,80,2023-01-02,1,144.76,Pending,150
151,465,374,2023-02-28,28,835.02,Delivered,151
152,335,492,2023-01-26,12,620.18,Delivered,152
153,400,148,2023-12-14,25,733.34,Shipped,153
154,298,47,2024-05-13,90,359.53,Pending,154
155,210,133,2022-09-06,69,750.05,Pending,155
156,174,484,2022-10-06,17,997.75,Shipped,156
157,395,227,2024-04-17,3,277.27,Pending,157
158,286,137,2022-09-13,36,445.06,Delivered,158
159,490,403,2022-12-31,51,854.01,Pending,159
160,342,234,2023-04-27,53,411.97,Cancelled,160
161,417,161,2022-07-08,13,453.45,Pending,161
162,22,142,2023-12-08,58,886.93,Pending,162
163,302,127,2022-05-29,57,146.0,Cancelled,163
164,208,485,2023-11-08,50,681.8,Shipped,164
165,79,379,2023-07-28,96,769.0,Shipped,165
166,389,131,2024-02-15,95,193.22,Cancelled,166
167,396,171,2022-11-29,61,804.61,Cancelled,167
168,108,221,2024-01-29,21,478.16,Pending,168
169,196,172,2023-05-28,78,987.73,Shipped,169
170,302,449,2023-07-12,3,860.38,Cancelled,170
171,388,69,2023-02-22,50,764.14,Delivered,171
172,386,7,2023-12-26,97,168.06,Shipped,172
173,11,176,2023-07-12,48,963.16,Pending,173
174,35,487,2023-06-30,35,681.99,Pending,174
175,150,214,2022-06-13,47,731.66,Delivered,175
176,108,105,2022-10-25,84,761.88,Cancelled,176
177,43,434,2022-05-23,23,823.52,Shipped,177
178,51,319,2023-11-01,45,659.94,Shipped,178
179,495,418,2023-09-21,7,694.73,Pending,179
180,476,397,2023-01-13,52,692.69,Pending,180
181,386,111,2023-10-11,37,465.8,Delivered,181
182,370,314,2022-12-31,83,642.21,Cancelled,182
183,286,47,2024-04-01,100,916.61,Cancelled,183
184,140,491,2022-10-17,100,619.47,Cancelled,184
185,478,67,2022-12-01,84,585.46,Cancelled,185
186,122,221,2023-04-19,53,811.64,Pending,186
187,397,211,2024-04-23,93,568.71,Delivered,187
188,105,400,2023-12-29,78,421.35,Pending,188
189,154,34,2023-10-31,37,610.48,Cancelled,189
190,146,304,2023-02-16,17,107.74,Shipped,190
191,113,403,2022-08-29,31,519.19,Shipped,191
192,490,45,2023-11-26,70,179.15,Pending,192
193,459,237,2022-10-15,24,774.75,Pending,193
194,496,384,2023-01-20,49,907.15,Shipped,194
195,232,420,2022-12-16,18,482.46,Shipped,195
196,33,293,2024-03-08,89,441.13,Cancelled,196
197,465,295,2023-03-10,6,219.64,Shipped,197
198,427,497,2023-02-16,75,776.85,Pending,198
199,122,169,2023-03-25,67,780.39,Cancelled,199
200,453,330,2022-05-17,53,309.28,Cancelled,200
201,136,69,2022-06-09,94,393.03,Cancelled,201
202,376,103,2023-09-05,64,236.98,Delivered,202
203,9,205,2022-11-05,52,351.15,Shipped,203
204,173,187,2023-01-08,45,825.85,Shipped,204
205,471,317,2023-06-02,37,777.91,Pending,205
206,219,170,2022-12-08,98,137.85,Delivered,206
207,21,450,2023-10-15,73,518.34,Delivered,207
208,91,218,2024-04-20,64,927.22,Cancelled,208
209,287,153,2023-01-31,92,817.68,Delivered,209
210,58,465,2024-02-18,22,102.95,Pending,210
211,269,241,2023-12-21,77,101.74,Delivered,211
212,198,138,2024-02-01,96,998.4,Shipped,212
213,434,465,2023-05-28,52,186.38,Cancelled,213
214,117,459,2023-06-29,61,717.29,Pending,214
215,197,158,2023-11-10,84,390.98,Cancelled,215
216,41,295,2023-12-17,43,839.24,Shipped,216
217,123,399,2023-07-13,80,418.02,Cancelled,217
218,476,100,2022-06-08,43,990.19,Shipped,218
219,365,437,2023-10-12,70,823.77,Shipped,219
220,350,65,2022-10-16,62,907.02,Shipped,220
221,276,353,2022-12-31,20,701.92,Shipped,221
222,287,211,2022-11-11,8,250.27,Pending,222
223,153,478,2023-01-18,13,921.99,Pending,223
224,267,20,2023-07-19,87,355.06,Cancelled,224
225,8,265,2023-11-03,76,283.54,Delivered,225
226,345,400,2023-04-25,75,903.98,Pending,226
227,456,76,2023-07-20,53,562.65,Cancelled,227
228,339,406,2022-10-13,97,666.44,Pending,228
229,479,402,2023-12-26,69,340.35,Delivered,229
230,2,132,2023-04-25,46,269.6,Cancelled,230
231,60,425,2022-12-19,84,281.4,Pending,231
232,368,354,2023-12-07,64,739.59,Delivered,232
233,19,401,2023-05-31,85,855.95,Delivered,233
234,326,88,2023-03-07,71,193.5,Delivered,234
235,181,319,2022-07-28,9,476.08,Cancelled,235
236,315,487,2023-07-06,27,656.86,Cancelled,236
237,290,101,2023-06-19,56,388.76,Pending,237
238,442,354,2023-01-13,44,270.93,Cancelled,238
239,366,360,2023-10-09,89,752.26,Shipped,239
240,387,144,2022-12-19,68,215.37,Delivered,240
241,74,475,2024-01-21,95,663.63,Pending,241
242,463,87,2022-12-22,74,682.71,Cancelled,242
243,280,233,2023-09-25,85,909.32,Delivered,243
244,406,477,2024-02-15,42,848.67,Delivered,244
245,253,19,2023-05-07,28,765.19,Pending,245
246,7,77,2023-06-30,64,322.23,Shipped,246
247,71,293,2023-10-23,3,974.01,Cancelled,247
248,255,336,2022-09-16,89,652.21,Pending,248
249,267,72,2023-01-01,52,213.29,Cancelled,249
250,34,467,2023-01-07,48,717.43,Shipped,250
251,180,333,2023-07-29,62,646.89,Shipped,251
252,18,74,2024-04-28,79,399.23,Pending,252
253,458,247,2022-06-28,100,936.59,Cancelled,253
254,192,362,2023-06-08,9,566.77,Cancelled,254
255,264,139,2023-10-20,17,829.83,Shipped,255
256,347,405,2023-12-22,46,542.13,Cancelled,256
257,436,144,2023-09-10,94,363.79,Cancelled,257
258,386,335,2023-01-02,71,675.52,Delivered,258
259,421,433,2023-09-24,87,586.7,Pending,259
260,342,409,2024-04-11,54,791.6,Shipped,260
261,283,325,2022-05-27,27,476.79,Pending,261
262,376,382,2022-11-26,17,138.78,Pending,262
263,211,31,2023-08-27,22,472.0,Pending,263
264,82,290,2024-04-07,61,769.98,Shipped,264
265,402,54,2022-09-01,68,163.82,Delivered,265
266,70,470,2024-01-04,32,886.91,Cancelled,266
267,240,221,2023-07-23,45,877.78,Shipped,267
268,145,349,2023-05-26,51,716.98,Cancelled,268
269,93,273,2023-11-15,79,702.24,Cancelled,269
270,377,167,2022-11-05,27,446.5,Cancelled,270
271,486,173,2024-03-30,80,989.43,Delivered,271
272,3,304,2022-08-09,19,639.24,Cancelled,272
273,59,232,2023-06-25,53,161.26,Cancelled,273
274,138,218,2022-11-08,36,317.38,Shipped,274
275,276,50,2023-09-10,81,905.69,Pending,275
276,104,46,2023-09-30,15,873.59,Shipped,276
277,421,189,2023-11-20,67,436.8,Delivered,277
278,183,424,2023-01-05,83,893.76,Shipped,278
279,197,263,2023-04-12,4,984.46,Cancelled,279
280,8,250,2024-01-22,12,965.17,Shipped,280
281,421,455,2023-10-12,67,520.52,Delivered,281
282,282,206,2023-07-02,80,473.92,Cancelled,282
283,451,363,2023-01-26,32,851.24,Shipped,283
284,307,152,2022-09-19,86,448.64,Cancelled,284
285,391,242,2023-04-12,91,426.59,Cancelled,285
286,8,470,2023-06-06,74,178.98,Delivered,286
287,53,132,2023-07-05,53,937.28,Cancelled,287
288,196,58,2023-08-30,91,657.79,Cancelled,288
289,351,181,2024-04-28,80,982.16,Delivered,289
290,292,354,2023-06-29,30,857.57,Delivered,290
291,268,367,2023-02-22,88,165.39,Delivered,291
292,22,54,2023-08-29,43,145.28,Shipped,292
293,124,276,2023-02-09,21,152.38,Shipped,293
294,31,325,2024-02-05,62,745.51,Delivered,294
295,173,57,2023-05-25,95,194.82,Delivered,295
296,366,437,2023-01-25,80,328.18,Pending,296
297,462,76,2023-07-05,85,986.64,Shipped,297
298,147,468,2022-08-22,21,782.8,Cancelled,298
299,265,12,2023-04-09,4,879.78,Delivered,299
300,75,323,2024-01-02,72,120.8,Shipped,300
301,136,81,2023-10-04,20,423.35,Pending,301
302,40,361,2023-07-19,4,166.3,Pending,302
303,298,333,2024-05-07,51,328.2,Cancelled,303
304,453,88,2022-06-06,78,981.63,Cancelled,304
305,471,431,2023-08-29,60,725.66,Delivered,305
306,11,340,2024-04-13,55,549.44,Shipped,306
307,347,98,2022-09-30,79,558.01,Shipped,307
308,380,212,2024-01-31,97,215.4,Cancelled,308
309,297,449,2022-05-21,9,750.36,Cancelled,309
310,411,291,2022-09-14,14,475.97,Shipped,310
311,80,53,2022-05-29,32,479.29,Delivered,311
312,352,248,2022-11-03,64,648.59,Pending,312
313,232,248,2023-04-01,60,243.51,Pending,313
314,84,432,2023-01-05,3,489.21,Shipped,314
315,44,376,2023-05-08,50,435.33,Shipped,315
316,300,97,2024-03-03,32,504.44,Shipped,316
317,70,329,2024-03-15,91,207.98,Shipped,317
318,51,314,2022-10-27,7,564.76,Delivered,318
319,153,257,2022-11-09,52,131.79,Cancelled,319
320,474,195,2022-09-28,26,802.66,Delivered,320
321,300,410,2023-08-11,26,311.81,Shipped,321
322,147,180,2022-12-21,13,279.72,Cancelled,322
323,172,132,2023-08-31,46,819.25,Delivered,323
324,2,331,2024-01-05,46,596.95,Pending,324
325,376,373,2022-12-24,98,168.39,Pending,325
326,38,148,2023-03-05,94,929.19,Delivered,326
327,183,63,2022-10-02,83,477.23,Delivered,327
328,492,116,2023-07-01,84,570.29,Cancelled,328
329,448,451,2023-04-16,77,200.39,Pending,329
330,455,143,2023-11-07,11,934.84,Cancelled,330
331,268,336,2023-09-22,62,591.3,Cancelled,331
332,378,54,2024-02-07,81,407.02,Shipped,332
333,273,85,2024-04-11,69,437.54,Delivered,333
334,79,472,2023-12-09,78,295.74,Delivered,334
335,423,270,2023-07-02,9,655.74,Delivered,335
336,412,126,2024-05-05,66,899.4,Cancelled,336
337,410,332,2023-02-24,91,470.8,Delivered,337
338,325,457,2023-09-23,8,463.03,Pending,338
339,440,181,2024-03-01,40,874.99,Delivered,339
340,389,68,2024-01-31,90,712.94,Pending,340
341,165,189,2023-07-13,18,173.03,Pending,341
342,238,174,2023-11-06,88,296.22,Delivered,342
343,13,466,2023-08-10,66,556.02,Delivered,343
344,131,326,2022-07-13,24,729.73,Delivered,344
345,188,446,2023-08-06,47,788.58,Shipped,345
346,207,210,2023-11-21,65,533.54,Cancelled,346
347,256,89,2024-02-18,46,135.09,Pending,347
348,278,352,2024-01-16,21,541.09,Pending,348
349,332,342,2023-07-12,73,115.95,Shipped,349
350,322,386,2022-07-27,76,902.63,Cancelled,350
351,88,220,2023-10-17,96,565.37,Cancelled,351
352,5,79,2023-10-08,25,594.02,Cancelled,352
353,294,322,2022-07-22,19,696.63,Shipped,353
354,315,9,2022-05-29,53,561.35,Cancelled,354
355,315,33,2022-06-16,22,700.8,Cancelled,355
356,394,472,2023-05-11,35,590.58,Delivered,356
357,54,203,2023-07-02,77,221.62,Delivered,357
358,251,50,2023-12-08,8,664.19,Delivered,358
359,239,253,2022-05-21,14,483.77,Delivered,359
360,236,270,2024-05-12,69,197.14,Delivered,360
361,450,438,2024-01-20,91,843.4,Delivered,361
362,126,218,2023-09-11,84,787.94,Cancelled,362
363,20,76,2023-05-12,1,330.78,Shipped,363
364,373,84,2023-12-07,78,840.14,Delivered,364
365,179,285,2024-01-25,71,631.72,Pending,365
366,421,461,2024-04-13,52,982.06,Cancelled,366
367,491,22,2022-12-30,81,377.99,Cancelled,367
368,93,267,2022-06-18,31,310.27,Cancelled,368
369,139,5,2022-09-10,26,466.23,Shipped,369
370,92,242,2022-07-20,91,295.94,Shipped,370
371,202,256,2024-04-03,6,493.89,Delivered,371
372,311,409,2023-09-16,56,168.14,Shipped,372
373,33,447,2022-12-15,67,107.84,Shipped,373
374,294,126,2022-08-09,90,588.58,Delivered,374
375,124,99,2024-03-22,99,882.63,Cancelled,375
376,292,256,2022-10-13,48,916.99,Shipped,376
377,23,125,2023-09-18,37,354.62,Delivered,377
378,131,400,2022-09-28,94,922.15,Delivered,378
379,79,186,2024-04-18,2,564.14,Cancelled,379
380,91,34,2022-05-17,2,290.94,Cancelled,380
381,228,121,2023-03-30,23,668.22,Shipped,381
382,390,287,2022-08-27,64,116.85,Delivered,382
383,395,376,2023-04-13,34,557.23,Shipped,383
384,3,369,2024-02-18,59,349.16,Cancelled,384
385,142,261,2022-05-16,29,540.36,Delivered,385
386,274,98,2022-05-18,84,984.58,Pending,386
387,257,263,2023-09-15,39,467.14,Cancelled,387
388,239,473,2022-06-27,9,947.22,Shipped,388
389,482,71,2023-08-29,86,596.81,Shipped,389
390,128,367,2023-07-27,94,763.94,Cancelled,390
391,7,149,2022-10-18,66,494.6,Shipped,391
392,130,472,2023-01-05,43,546.58,Shipped,392
393,445,383,2022-10-07,37,858.04,Shipped,393
394,330,70,2022-06-05,51,875.73,Shipped,394
395,252,480,2023-10-29,76,251.57,Pending,395
396,300,104,2024-04-05,34,598.25,Delivered,396
397,484,197,2023-07-17,90,809.25,Cancelled,397
398,380,396,2023-04-26,36,840.51,Shipped,398
399,74,114,2022-07-10,43,203.46,Delivered,399
400,333,151,2024-04-03,16,388.85,Delivered,400
401,213,135,2023-10-14,47,904.69,Pending,401
402,141,146,2023-11-15,47,627.29,Delivered,402
403,483,293,2023-08-11,8,728.53,Shipped,403
404,112,80,2022-10-08,48,197.18,Pending,404
405,393,462,2023-03-01,94,904.21,Delivered,405
406,164,236,2023-12-01,67,898.42,Delivered,406
407,303,415,2023-05-29,41,150.93,Shipped,407
408,231,453,2023-05-22,13,972.23,Shipped,408
409,91,41,2023-03-21,97,306.45,Shipped,409
410,302,154,2022-11-22,100,263.8,Delivered,410
411,405,283,2023-02-05,33,978.16,Cancelled,411
412,32,47,2023-03-21,70,348.43,Pending,412
413,380,272,2022-12-12,21,925.82,Delivered,413
414,439,160,2023-12-14,18,184.34,Delivered,414
415,447,234,2023-09-23,93,650.99,Pending,415
416,40,259,2023-02-28,69,374.63,Cancelled,416
417,331,469,2022-10-14,96,935.5,Cancelled,417
418,351,303,2024-01-07,35,227.06,Cancelled,418
419,343,434,2023-06-25,95,284.84,Cancelled,419
420,282,151,2022-08-11,17,900.56,Cancelled,420
421,278,253,2023-08-25,67,536.45,Cancelled,421
422,66,77,2023-11-22,2,362.59,Cancelled,422
423,335,282,2024-03-13,52,872.52,Shipped,423
424,212,194,2022-08-04,37,219.89,Cancelled,424
425,147,230,2022-08-19,47,458.58,Pending,425
426,200,133,2022-07-05,39,244.52,Pending,426
427,274,209,2023-01-27,76,842.47,Cancelled,427
428,265,364,2022-05-22,27,300.19,Pending,428
429,108,301,2022-12-13,60,653.44,Delivered,429
430,470,407,2023-03-30,71,387.04,Cancelled,430
431,456,306,2022-10-10,56,900.01,Delivered,431
432,248,328,2024-02-22,43,557.23,Delivered,432
433,388,17,2023-04-13,27,728.24,Pending,433
434,480,472,2024-01-05,26,883.64,Pending,434
435,22,174,2022-08-07,2,181.61,Shipped,435
436,1,257,2022-06-27,41,202.73,Cancelled,436
437,296,43,2024-01-28,45,568.02,Shipped,437
438,313,332,2022-12-30,88,952.83,Pending,438
439,300,246,2023-09-04,81,458.53,Cancelled,439
440,500,10,2023-10-20,20,393.68,Pending,440
441,120,483,2022-08-01,15,724.47,Pending,441
442,368,118,2022-11-30,31,201.61,Cancelled,442
443,378,349,2022-06-13,86,424.44,Pending,443
444,425,33,2024-02-18,77,365.83,Delivered,444
445,158,460,2023-07-21,25,787.95,Delivered,445
446,234,456,2024-03-14,4,923.27,Delivered,446
447,235,236,2023-12-02,4,182.55,Cancelled,447
448,19,363,2022-09-20,100,851.23,Delivered,448
449,358,271,2023-01-30,15,476.46,Delivered,449
450,297,132,2023-07-15,67,645.65,Pending,450
451,492,35,2022-09-17,54,466.58,Pending,451
452,470,29,2022-06-29,12,895.17,Delivered,452
453,468,340,2022-11-28,8,827.8,Pending,453
454,305,416,2024-04-12,34,456.58,Cancelled,454
455,178,229,2022-10-02,10,248.18,Shipped,455
456,33,79,2023-06-25,88,667.19,Pending,456
457,170,464,2022-09-25,5,318.7,Cancelled,457
458,139,362,2024-05-14,65,176.05,Cancelled,458
459,161,136,2022-06-09,91,857.95,Cancelled,459
460,136,69,2023-11-12,50,989.15,Delivered,460
461,431,441,2023-08-06,12,463.54,Pending,461
462,463,114,2023-07-04,51,437.49,Pending,462
463,368,195,2022-10-17,62,707.54,Shipped,463
464,221,452,2023-01-07,37,486.43,Shipped,464
465,485,320,2022-06-06,75,519.9,Shipped,465
466,249,176,2022-08-29,80,154.65,Pending,466
467,134,199,2023-07-08,11,156.01,Delivered,467
468,175,433,2024-03-31,58,515.93,Shipped,468
469,302,212,2023-06-09,78,805.35,Shipped,469
470,371,142,2024-01-19,97,497.4,Delivered,470
471,108,9,2022-06-17,54,500.15,Pending,471
472,288,136,2022-08-31,82,784.35,Pending,472
473,220,91,2023-10-11,78,711.64,Delivered,473
474,409,303,2023-09-20,18,754.45,Pending,474
475,300,247,2022-09-25,83,227.37,Pending,475
476,369,414,2022-06-10,8,360.61,Cancelled,476
477,79,335,2022-12-06,11,116.84,Delivered,477
478,377,87,2022-09-30,63,998.11,Shipped,478
479,4,48,2023-06-02,58,714.34,Pending,479
480,189,319,2023-06-17,90,270.23,Cancelled,480
481,155,262,2023-06-16,10,416.19,Cancelled,481
482,63,27,2024-03-18,39,130.97,Delivered,482
483,159,203,2022-08-24,71,456.11,Shipped,483
484,52,196,2022-11-09,70,799.13,Pending,484
485,392,427,2023-10-18,2,194.48,Delivered,485
486,377,368,2022-09-27,24,965.97,Cancelled,486
487,85,276,2023-04-18,24,710.69,Delivered,487
488,499,269,2022-06-05,47,449.75,Cancelled,488
489,172,200,2023-12-28,98,637.6,Cancelled,489
490,371,32,2023-11-20,95,339.96,Cancelled,490
491,27,345,2024-02-14,11,989.21,Shipped,491
492,489,430,2023-09-28,19,160.44,Pending,492
493,55,414,2024-04-29,3,748.28,Shipped,493
494,179,404,2024-04-07,90,781.38,Delivered,494
495,240,134,2022-11-27,43,870.94,Shipped,495
496,262,446,2023-07-07,32,266.06,Pending,496
497,402,172,2024-01-04,60,332.73,Pending,497
498,62,151,2022-12-15,72,699.21,Cancelled,498
499,5,409,2023-10-28,3,142.26,Pending,499
500,115,480,2022-12-01,82,129.44,Delivered,500
501,448,425,2024-01-06,94,295.98,Cancelled,501
502,390,100,2022-09-27,22,325.01,Cancelled,502
503,113,415,2023-11-13,30,336.54,Pending,503
504,378,282,2023-11-01,36,191.97,Cancelled,504
505,108,358,2022-06-16,11,120.11,Shipped,505
506,470,62,2023-03-25,41,730.71,Pending,506
507,332,300,2023-03-26,61,333.25,Shipped,507
508,363,384,2023-03-07,99,571.4,Delivered,508
509,353,288,2023-01-02,63,996.47,Shipped,509
510,367,254,2023-04-10,41,253.76,Shipped,510
511,270,1,2023-03-07,12,496.8,Shipped,511
512,338,451,2022-07-08,78,690.2,Pending,512
513,454,432,2023-10-31,77,245.15,Delivered,513
514,393,192,2022-07-28,7,275.02,Shipped,514
515,346,247,2024-02-29,43,398.53,Cancelled,515
516,76,339,2022-12-27,1,396.56,Cancelled,516
517,185,83,2024-01-16,49,345.33,Delivered,517
518,81,194,2023-03-22,37,843.73,Pending,518
519,209,61,2024-02-11,28,604.79,Delivered,519
520,16,163,2023-09-11,43,562.38,Shipped,520
521,494,88,2023-11-09,71,657.62,Shipped,521
522,331,252,2023-07-08,21,568.37,Pending,522
523,175,413,2022-12-28,76,271.09,Cancelled,523
524,449,268,2024-03-30,12,710.44,Shipped,524
525,8,399,2024-02-16,36,905.04,Pending,525
526,145,478,2023-09-03,79,858.64,Shipped,526
527,340,445,2023-08-24,13,419.2,Shipped,527
528,51,332,2022-07-03,66,448.22,Pending,528
529,70,192,2022-11-26,7,508.11,Shipped,529
530,133,94,2023-12-28,13,578.6,Delivered,530
531,186,360,2024-03-05,67,494.86,Cancelled,531
532,481,248,2023-03-23,27,820.91,Pending,532
533,32,476,2022-07-06,67,784.05,Shipped,533
534,123,293,2023-11-05,2,337.08,Delivered,534
